track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,84,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,12/07/2019,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947
4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),Ed Sheeran,89,3E12WU80fDMyu7GyIAx7wJ,Beautiful People (feat. Khalid),28/06/2019,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,84,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),21/06/2014,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,258987
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,73,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,12/07/2019,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,206187
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,67,6NoBzYmh5gUusGPCfg0pct,x (Wembley Edition),2013,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,80,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),03/03/2017,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827
3FSPaBp49Clqq2p4zc9dbA,Photograph,Ed Sheeran,52,3hA2oZbZwHU8tSPBFIZhFr,x (Wembley Edition),2013,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,258987
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,90,5Nux7ozBJ5KJ02QYWwrneR,I Don't Care (with Justin Bieber),10/05/2019,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947
6J7WMB5GII6pEOzy687jhO,Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,66,2oEcytQ5u5QtR9VZc2XgE2,Beautiful People (feat. Khalid) [NOTD Remix],11/07/2019,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-5,0.11,0.37,103.972,162081
2A17f6I4fh6GqYX0J8noGr,Galway Girl - Martin Jensen Remix,Ed Sheeran,58,77lUgFzLJriGpyTx2pGbCO,Galway Girl (Martin Jensen Remix),07/04/2017,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.726,0.748,9,-4.576,1,0.0438,0.0245,0,0.141,0.731,100.055,196044
0jmTp8jaCOm78zrdzdvmaq,Photograph - Felix Jaehn Remix,Ed Sheeran,0,2DL4AOHc4MKvCHbUr544aU,I,16/02/2018,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.733,0.821,4,-4.982,1,0.0407,0.0815,0.00408,0.122,0.397,120.011,201911
1cWepLwVVDgyqxso6G4TQU,Thinking out Loud - Alex Adair Remix,Ed Sheeran,49,4fnNeUsTKQli86EWazLiVZ,Thinking Out Loud (Alex Adair Remix),07/11/2014,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.828,0.745,2,-6.717,1,0.152,0.21,0.00113,0.087,0.517,117.008,182185
6Qm7DBWQguBzK459j4fOBt,The A Team - Acoustic,Ed Sheeran,50,7jfNbUImln4VF01QtMpe0q,The A Team,10/06/2011,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.649,0.264,9,-9.899,1,0.28,0.727,0,0.292,0.424,121.815,241186
5Va44ERiHtC2tfBD53OApA,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,59,0kHdDpkkSlesh2UMKhF20G,Nothing On You (feat. Paulo Londra & Dave),11/07/2019,Latin Pop Songs,5uOMV7g6vp8WxoqXfkzKaw,latin,latin pop,0.747,0.649,10,-6.218,0,0.219,0.333,0,0.172,0.84,88.011,200733
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,86,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),03/03/2017,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400
2QkLuXpj8hKSfajGNVvfVX,Feels (feat. Young Thug & J Hus),Ed Sheeran,37,35pH6Mjv5ZAZ8PAzo8I4da,Feels (feat. Young Thug & J Hus),11/07/2019,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.665,0.68,2,-4.899,1,0.29,0.112,0,0.096,0.69,91.67,150787
5pY3ovFxbvAg7reGZjJQSp,I See Fire,Ed Sheeran,23,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),21/06/2014,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.641,0.176,6,-11.692,1,0.0349,0.638,5.14e-6,0.252,0.297,76.031,299147
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),Ed Sheeran,74,6Z5DhADmyybfKNdymaPLjB,Best Part of Me (feat. YEBBA),05/07/2019,Urban contemporary,0qOJuaqHeg4u1i6gjPKnxE,r&b,urban contemporary,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-6,0.285,0.237,81.657,243267
1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,77,52kvZcbEDm0v2kWZQXjuuA,Perfect Duet (Ed Sheeran & Beyoncé),30/11/2017,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiesto,75,1WjspDqwIlXKkI7QWGifZ2,BLUE,13/12/2019,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-6,0.212,0.904,118.034,167859
4P7F3kb2Ze1YleD6lUYwJo,Acordeão,Tiesto,63,3s0VDNOSXqUsCg1IPIvD6B,Acordeão,08/08/2019,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiesto,79,0vRcQquqBlFvnezWldWfmt,Jackie Chan,18/05/2018,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Tiesto,60,1o7RMlwMagNna98i4e8VpN,Halfway There (feat. Lena Leon),15/03/2019,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.59,0.888,0,-4.151,1,0.0797,7.53e-4,0.00535,0.817,0.0715,128.025,195000
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiesto,82,0efvl0HsK2xxttk4IVOJry,Ritual,31/05/2019,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,198996
6iC7vapdKp0XlKhxOkp8QJ,BOOM,Tiesto,70,47wyCwrChF50ZTFNOuWx99,BOOM,26/01/2018,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035,179512
69zxj1EFDfAouZu9JDmQld,Secrets - Radio Edit,Tiesto,65,4p3CULd5VeCSikL0PYkoP3,Secrets (Radio Edit),03/04/2015,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,216967
5L2l7mI8J1USMzhsmdjat9,Red Lights,Tiesto,69,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.654,0.83,10,-4.801,1,0.0366,6.29e-4,1.13e-6,0.121,0.548,124.989,262200
6cPqEHMMAbcZHhH3yRBK7O,God Is A Dancer,Tiesto,45,73ij4SArK1BxoVW6RMTNAT,God Is A Dancer (Acoustic),25/10/2019,ELETRIC POP & DANCE,7316uT3vVzTidCI8cinBUv,pop,dance pop,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-6,0.342,0.833,119.964,168125
1ek8QU4pMSmCp7gVOWQn7Y,Diamonds (feat. Micky Blue),Tiesto,2,2GO8bfob0a7pR7HFbeWRNk,Together,05/04/2019,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.561,0.728,6,-5.381,0,0.0408,0.00965,0.00162,0.0917,0.253,150.048,215040
4iD4xA4EtVhuaHZC7K5Z08,Secrets - Diplo Remix,Tiesto,0,6TQci1Jzevg7NWNLgIyGy3,Secrets (Diplo Remix),10/07/2015,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.61,0.896,11,-3.414,0,0.0469,0.00847,0.726,0.322,0.618,145.974,205685
6Cs5HSps1CCjGw2KyzbFZl,Jackie Chan - Lookas Remix,Tiesto,30,3zyZbAyo0orazdocuqDqvw,"Jackie Chan (Remixes, Vol. 1)",31/08/2018,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.728,0.787,3,-5.163,0,0.0712,0.0184,0,0.086,0.418,140.064,219429
4gxukDJiwApNEgVIh4pHgT,WOW,Tiesto,10,4I2qcrUxk37AoJOMjiOCvu,WOW,24/08/2018,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.601,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.958,148125
4I1zD6WvoJoLDFWsqcCpMJ,I Want You,Tiesto,4,4S7o1XHni9g71Sz3mHczx1,I Want You,05/08/2016,Jeff Seid Electro House,2Tisn6NZbeofpc57Oc6MGo,edm,electro house,0.68,0.867,7,-5.128,0,0.0437,0.0802,0.0423,0.0734,0.286,126.078,173810
2thYAVfPCmf4QxN7R69rPu,Wasted - Ummet Ozcan Remix,Tiesto,39,7HVXqv7lJYQqpIFyYbVmRL,Wasted (Remixes),06/06/2014,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.677,0.917,11,-5.069,0,0.0407,0.00871,0.231,0.681,0.43,128.008,355398
2fQYA6cFN4ClfI4OmtpC98,Ritual - Benny Benassi & BB Team Remix,Tiesto,56,6J6d8HkY1qgv5mppvldybQ,Ritual (Remixes),02/08/2019,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,0.721,0.783,1,-5.174,1,0.0595,0.0133,2.58e-6,0.155,0.291,122.997,185765
1Q4jb2UjtWUDUojHsB8mLY,Split (Only U) - Radio Edit,Tiesto,65,0WTYsW1iJz4NQqdclJ4gcd,Split (Only U) [Radio Edit],14/09/2015,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,0.634,0.927,1,-3.282,1,0.136,0.048,0.687,0.0864,0.35,128.016,256641
5TkfpxFkwl8MU8WvsqkyxJ,Can't Get Enough,Tiesto,44,05gNIz0OUUbMYkoa6mpeLy,Can't Get Enough,29/03/2019,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,0.732,0.817,2,-4.979,1,0.147,0.018,7.66e-4,0.478,0.332,126.064,166487
0Gf8gr57EfMJk2O13HtnGb,Lose Control,Tiesto,1,2GO8bfob0a7pR7HFbeWRNk,Together,05/04/2019,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,0.748,0.967,1,-3.592,1,0.427,0.0357,0.528,0.634,0.282,129.984,145310
6EXl6ZF6rXm6qCsKeizJ1b,Grapevine,Tiesto,13,4gAPiXbAyicBwaTBFKVrJu,Grapevine,26/10/2018,Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,0.714,0.828,3,-4.663,1,0.0598,0.00514,0.154,0.32,0.208,124.034,150968
1hvIHTTJfxidaT0OUCtcYa,Can You Feel It,Tiesto,46,2MMw0T4pOCFvhzvluHRAJc,Can You Feel It,22/03/2019,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.625,0.961,6,-3.915,0,0.205,0.00497,0.841,0.626,0.426,129.949,199385
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Tiesto,60,1o7RMlwMagNna98i4e8VpN,Halfway There (feat. Lena Leon),15/03/2019,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.59,0.888,0,-4.151,1,0.0797,7.53e-4,0.00535,0.817,0.0715,128.025,195000
2LTl57FB0Q8rf8OtuWpl1V,Making Me Dizzy,Tiesto,0,0c2NWt5RqMp05OOHN5eg9h,Making Me Dizzy,28/03/2016,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.596,0.973,6,-4.307,1,0.0851,0.00136,0.561,0.421,0.646,126.002,188239
3EHC0gnBrhF1HeSitN2wmD,Get Down,Tiesto,2,4svYkU9yiRFKBy57zW7EsF,Get Down,28/12/2015,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.8,0.984,1,-4.021,1,0.0974,0.112,0.423,0.0312,0.345,128.052,211874
2V2yVAi1FuvHP7GIynmyOM,Wasted - TST Remix,Tiesto,0,5JYr1PcSI9DE0VRjouGV0d,Wasted (Remixes),06/06/2014,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.555,0.906,2,-6.058,1,0.0461,0.00192,0.545,0.0556,0.228,128.017,275900
6PKZE1OS5HP1YnYtOPbyf2,Love Comes Again (Exodus & Hugo Rizzo Remix),Tiesto,0,5EBW7odM6ZtfEZU1wgarAF,Love Comes Again,04/11/2013,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.627,0.902,0,-1.478,0,0.0893,0.00103,0.00347,0.0439,0.34,127.997,390000
4cS66S86D9Xu5L9QqVGGc2,Jackie Chan - Daijo Remix,Tiesto,39,2LfHj3QvCGowIeeSYWXLuA,"Jackie Chan (Remixes, Vol. 2)",05/10/2018,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.625,0.952,3,-1.612,0,0.135,0.00326,0,0.388,0.371,128.104,200625
5xZD3yLZ31r1z0GcdKfsyr,Footprints,Tiesto,44,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.637,0.774,1,-4.683,0,0.0323,0.0702,0,0.0521,0.289,128.034,257054
23WgvD1nf7ZW4ehljudfbi,Last Train,Tiesto,40,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.628,0.915,10,-3.671,1,0.0745,0.0206,0.0025,0.0873,0.481,127.984,288574
1wjnBlO0JevbBAUlOBlwxg,Set Yourself Free,Tiesto,41,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.508,0.886,8,-3.171,1,0.0466,7.01e-4,0.00935,0.645,0.238,127.9,279160
1Y4oU6y3FTu2mO8EPu7FgA,Take Me - Radio Edit,Tiesto,49,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.58,0.781,0,-4.842,1,0.03,0.00859,5.13e-6,0.15,0.604,127.991,212284
6BDTqdiitPRU8C23zThBV0,Move To The Rhythm - Original Mix,Tiesto,0,6o1PfuVl08EDpwVAPc0ZrX,Move To The Rhythm,26/08/2013,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.415,0.986,10,-3.886,0,0.107,3.13e-4,0.877,0.0736,0.037,128.006,348750
2pv6ex8xA9n3hxS9kpjllz,Hell Yeah!,Tiesto,0,7jtUCDI0fus9Nr27mvAGlc,Hell Yeah!,18/06/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.63,0.918,10,-7.881,1,0.0485,2.73e-4,0.858,0.0659,0.0372,129.985,352593
1VWSVt3Q0nGbq2EHe2zJYJ,Pair of Dice (Radio Edit),Tiesto,0,7uF3tw2fIZw07hUaGLU3Pe,Pair of Dice (Radio Edit),08/10/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.493,0.918,8,-4.37,1,0.0583,1.36e-4,0.909,0.887,0.209,128.022,185500
5r5fT6jiJ967oxQ0qne9Hs,We Own the Night - Original Mix,Tiesto,17,1sRQsBCndVdWuYjK11PQYu,We Own The Night,11/06/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.707,0.882,7,-3.207,1,0.0719,8.07e-4,0.0591,0.0812,0.51,130.012,331373
1EavLSmwRWtmkKEmlCfFzT,Wasted,Tiesto,47,584m4QL0kmpG69zSpMKvv8,Wasted,22/04/2014,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,188371
02jMxwINWxL7DJGU5Z8pDK,Party Time,Tiesto,2,2GO8bfob0a7pR7HFbeWRNk,Together,05/04/2019,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,166560
6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,72,5Ouuxga807CPAs81lSloBJ,DUELE EL CORAZON,18/04/2016,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.724,0.904,8,-3.354,0,0.0966,0.0786,0,0.226,0.846,90.999,200813
2EHu09nPab1dk0jySbkjEr,Bailando - Matoma Remix,Enrique Iglesias,45,37Ku07YPLX8ydyaGJpupDC,Bailando (Remixes),01/01/2014,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.673,0.762,7,-6.312,1,0.043,0.304,0,0.056,0.524,90.976,322395
79gkHjNTSyGPXEyGkNQ8zH,Cuando Me Enamoro,Enrique Iglesias,65,12HeDZhPHHzCe7VE0uEYwD,Euphoria (Standard US/Latin version),01/01/2010,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.821,0.819,1,-3.627,1,0.0272,0.0104,5.49e-5,0.145,0.893,126.03,200347
0dReCfBuhZmrqMv4WBc8od,Experiencia Religiosa,Enrique Iglesias,6,2NwF2C2Z9sSgePRArAA5cl,Enrique Iglesias,1995,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.64,0.691,0,-5.824,1,0.0302,0.631,7.07e-5,0.0521,0.452,111.991,329000
32lm3769IRfcnrQV11LO4E,Bailando - Spanish Version,Enrique Iglesias,68,2kZkiVn1m00XcgaWlLb2LD,SEX AND LOVE (Deluxe),01/01/2014,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-6,0.0451,0.961,91.017,243413
7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,Enrique Iglesias,74,2Ib7wM5qXKXDzZFhzNQ7TG,SUBEME LA RADIO,24/02/2017,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,208163
2vvdTrdryjsl8DmPIMDWZU,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,68,5phDwq3mKZdLiFxyRpgcCV,EL BAÑO (feat. Bad Bunny),12/01/2018,Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019,0T47pLnihK4xB8Bk9IQ0Dv,latin,reggaeton,0.719,0.842,6,-3.562,0,0.0383,0.132,0,0.105,0.534,90.017,228139
0dReCfBuhZmrqMv4WBc8od,Experiencia Religiosa,Enrique Iglesias,6,2NwF2C2Z9sSgePRArAA5cl,Enrique Iglesias,1995,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.64,0.691,0,-5.824,1,0.0302,0.631,7.07e-5,0.0521,0.452,111.991,329000
1yM7GIEJ2QniupkEHOyp0a,Bailando - English Version,Enrique Iglesias,57,078Dqpeg1UwDkT6KXxNmIA,SEX AND LOVE,06/05/2014,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.719,0.844,7,-3.529,1,0.103,0.0793,0,0.0551,0.941,90.951,243240
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,81,17FBoXK1NU2rvJBbzdzw0r,FUTURE,30/06/2017,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,rap,electropop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
